file_path,file_size,chunk_size,access_count,avg_read_size,avg_write_size,max_read_size,max_write_size,read_count,write_count,throughput_mbps
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4096000,22,267673,350720,520192,353280,20,2,519.51
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,64000,22,34099,56320,61440,59392,20,2,334.78
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,768000,10,224460,172236,467968,403456,5,5,517.31
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,512000,10,325632,350822,424960,467968,5,5,531.52
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2048000,22,230195,475136,479232,477184,20,2,523.52
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,64000,15,25190,43212,64512,61440,10,5,339.10
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,256000,10,151552,145612,253952,239616,5,5,716.88
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2048000,15,284364,342630,516096,506880,10,5,1021.17
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2048000,10,130662,298188,168960,501760,5,5,418.48
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1024000,20,247808,261017,449536,503808,10,10,477.66
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,512000,25,207411,330956,418816,491520,20,5,744.43
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2048000,12,281190,179712,479232,279552,10,2,978.42
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,768000,15,214732,226508,360448,400384,10,5,439.16
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,20,298496,264294,499712,515072,10,10,534.06
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,128000,12,57958,62464,123904,119808,10,2,347.93
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2048000,7,214220,478208,370688,502784,5,2,1001.07
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4096000,20,260198,220262,485376,506880,10,10,631.67
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1024000,30,219084,295833,467968,505856,20,10,469.90
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,768000,15,185958,196300,357376,394240,5,10,391.74
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,256000,30,147660,111513,252928,245760,20,10,503.80
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,12,234700,266752,471040,433152,10,2,426.87
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4096000,22,257996,217600,517120,431104,20,2,371.64
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,64000,15,31948,39424,66560,60416,5,10,371.40
/mnt/beegfs/testdir_4096K/test_500M.dat,500000000,4096000,22,289996,32768,524288,34816,20,2,342.45
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4096000,25,283238,462438,526336,478208,20,5,710.45
/mnt/beegfs/testdir_512K/test_1000M.dat,1000000000,512000,22,294144,466432,515072,518144,20,2,549.93
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,64000,25,32256,23142,65536,38912,20,5,370.74
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,256000,25,134451,86630,264192,148480,20,5,597.66
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,256000,15,154624,144998,246784,259072,5,10,624.93
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,512000,12,289996,116736,482304,207872,10,2,484.51
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,256000,25,169676,133529,254976,234496,20,5,858.11
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4096000,10,198246,216883,446464,422912,5,5,601.97
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,22,296908,334336,521216,452608,20,2,1017.27
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,128000,15,70860,65331,133120,131072,10,5,385.30
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,128000,22,72448,62464,134144,62464,20,2,557.38
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,256000,22,170137,167936,263168,180224,20,2,375.77
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,768000,30,239923,214630,501760,521216,20,10,662.46
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,768000,20,260710,284979,522240,493568,10,10,947.77
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,128000,7,94412,20992,128000,28672,5,2,443.23
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2048000,12,239206,246272,493568,418816,10,2,405.93
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2048000,12,298905,107520,493568,210944,10,2,579.73
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4096000,10,221593,287744,454656,382976,5,5,1037.49
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,768000,12,347955,279040,489472,312320,10,2,438.66
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4096000,15,223846,208588,357376,523264,5,10,551.99
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,768000,22,330700,205312,527360,218112,20,2,475.48
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,256000,15,77824,141004,143360,242688,5,10,842.43
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1024000,15,243302,346521,450560,462848,10,5,821.59
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,768000,30,306585,237875,513024,516096,20,10,661.27
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,256000,15,163532,171622,256000,220160,10,5,857.11
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1024000,10,315392,416358,520192,513024,5,5,495.23
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,256000,12,134041,100864,265216,160768,10,2,334.20
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,15,363929,232448,525312,474112,10,5,963.48
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,768000,7,305971,345600,433152,381952,5,2,503.06
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,512000,25,270233,296755,520192,521216,20,5,737.21
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4096000,30,259379,263168,512000,471040,20,10,1031.47
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,512000,15,231731,310272,479232,492544,10,5,554.65
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4096000,25,196966,202342,510976,318464,20,5,888.42
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,768000,25,265523,245350,507904,472064,20,5,736.90
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,128000,25,55347,63283,134144,118784,20,5,289.91
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1024000,22,257587,198144,512000,208896,20,2,905.60
/mnt/beegfs/testdir_128K/test_200M.dat,200000000,128000,20,92774,74444,131072,132096,10,10,260.97
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,768000,22,271974,251392,502784,379904,20,2,682.11
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,256000,15,159334,103014,260096,201728,10,5,654.39
/mnt/beegfs/testdir_128K/test_200M.dat,200000000,128000,25,65075,102604,128000,131072,20,5,497.12
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,128000,15,72499,48537,129024,105472,5,10,583.50
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,768000,7,246784,114176,452608,185344,5,2,964.04
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,128000,20,61747,77824,130048,134144,10,10,341.91
/mnt/beegfs/testdir_1024K/test_1000M.dat,1000000000,1024000,15,272793,211148,517120,332800,10,5,416.95
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,256000,30,133017,119705,261120,253952,20,10,489.14
/mnt/beegfs/testdir_64K/test_1000M.dat,1000000000,64000,22,35840,49152,62464,57344,20,2,219.88
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,25,273766,236134,509952,477184,20,5,814.06
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2048000,10,118169,186572,242688,385024,5,5,793.88
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2048000,25,224921,156262,527360,284672,20,5,975.18
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,768000,10,270336,311910,525312,512000,5,5,741.24
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1024000,10,197632,337920,448512,443392,5,5,603.76
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,256000,7,137216,111104,182272,205824,5,2,442.20
/mnt/beegfs/testdir_64K/test_1000M.dat,1000000000,64000,20,41472,28569,65536,64512,10,10,293.19
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,128000,15,82432,51404,132096,111616,10,5,466.16
/mnt/beegfs/testdir_512K/test_100M.dat,100000000,512000,22,306995,460800,521216,490496,20,2,568.71
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,256000,12,133632,116224,243712,162816,10,2,725.52
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4096000,12,302796,331776,498688,406528,10,2,925.18
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,768000,7,335052,203264,523264,269312,5,2,773.51
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1024000,10,214220,260915,335872,520192,5,5,770.66
