PC1,PC2,PC3,PC4,PC5,PC6,chunk_size_kb
1.9278523722033862,-2.3674976573225885,-1.2388133669294192,-1.0807250255523306,0.6665171065653595,1.6179989525425258,6000.0
1.8434485636833484,1.2469645788240031,-0.3606455367520925,-0.7348941915402557,-1.4552641918857698,1.275750675642783,750.0
-4.365626764726605,-0.07300301823121004,-0.6576879348289613,2.96889420819227,-0.0052737582412535075,0.39003427363359006,125.0
1.5133273511788092,-0.5970365349494801,0.3795169904687746,-1.2626105367324791,1.2399595935683092,0.04181213355246846,6000.0
1.2977028225406633,-0.5819995129176234,0.027257931701956475,1.785292488203144,-0.6636534152807491,-1.1227421939601834,750.0
1.3533188304584751,-0.8864560230161458,-0.5746850817699483,0.7007747022048245,-1.1196955024276216,1.7749054075314634,1500.0
2.007516987107772,0.4762412240181214,2.6989602852382344,-1.7791361208181125,-1.0958637835596512,1.5205584638953262,1500.0
0.696656073091083,0.49375560809888963,0.049906340103518555,2.925812581213745,-0.34486794539380644,-0.49604805774917027,1500.0
1.4992713216967475,1.8769170630953447,-0.41902144557480636,0.7694570390340013,-0.49784650620383564,-0.8533893627810922,1500.0
1.2821617040823416,0.026711432869383104,-1.5182482193976388,-0.9635268540650751,1.257610480388129,-0.17945998864962684,6000.0
0.9076949726191255,-1.809140850979902,1.2519736307417573,0.41338794837531745,-0.17825593110430688,-0.33297581085949585,2000.0
-3.919240938505099,0.05341127205515317,-1.770036113602888,0.29958709358856916,-0.35798047706423486,1.0463852746857865,125.0
1.9567403087391273,-0.250695055978678,-1.419368841596852,-1.2154602319824181,0.7006605923988793,1.3591060560294923,6000.0
1.038831698567035,1.2009946321874556,-2.4742045476195558,-0.783481014369292,0.5251579973268863,-0.608925807275687,4000.0
2.0583695392478605,2.656218914781684,-1.7297887630088469,0.9686271485190456,-0.28090830523235166,-0.06247755102885123,3000.0
1.5514316307900242,-0.18616241303081715,0.3854871130955243,1.7383076642786588,-0.7561914529347921,-0.5091160336050623,1000.0
0.5545139933465194,-0.965419471181864,-0.48978942503994133,0.6984329742838782,-0.3380838569283977,-0.5513218889728986,1500.0
