model_type,file_size,file_size_mb,data_pattern,access_pattern,old_chunk_size,new_chunk_size,before_read_speed,after_read_speed,read_speed_change,read_speed_pct,before_write_speed,after_write_speed,write_speed_change,write_speed_pct,before_throughput,after_throughput,throughput_change,throughput_pct
xgb,104857600,100.0,sequential,sequential,512,4096,476.6482036642658,677.3910866703812,200.74288300611545,42.115522824357825,181.99749688412263,200.85681201950382,18.859315135381195,10.362403581511275,329.3228502741942,439.1239493449425,109.80109907074831,33.341475995160344
xgb,104857600,100.0,sequential,sequential,512,4096,520.6659008828582,625.1918865097126,104.52598562685444,20.07544289910608,194.9523670230567,212.07828226008297,17.125915237026277,8.784666479582073,357.80913395295744,418.6350843848978,60.825950431940385,16.999552180223944
rf,104857600,100.0,sequential,random,512,4096,527.2597678666383,693.922196124972,166.66242825833365,31.60916846219304,182.9588416063791,211.61942209986194,28.660580493482826,15.665042608404631,355.1093047365087,452.77080911241694,97.66150437590824,27.50181509560081
rf,104857600,100.0,sequential,random,512,4096,507.24090140599793,658.7084345422566,151.46753313625862,29.8610645782729,188.1916574113154,211.68172320860796,23.490065797292573,12.48199103000205,347.71627940865665,435.1950788754323,87.47879946677563,25.158097174957227
rf,104857600,100.0,sequential,random,512,4096,504.12752035474676,650.3956519379424,146.2681315831956,29.014113627494286,169.34537856688638,217.2218813690581,47.87650280217173,28.271514231645796,336.7364494608166,433.80876665350024,97.07231719268367,28.82738632782883
xgb,104857600,100.0,sequential,random,512,4096,504.36919939297303,629.4773345553106,125.10813516233753,24.804872167632322,181.06706996809757,202.11646313794307,21.0493931698455,11.625191247394802,342.7181346805353,415.79689884662685,73.07876416609156,21.323284872045633
xgb,104857600,100.0,sequential,random,512,4096,455.09794276785976,705.6294855704687,250.5315428026089,55.050027534490994,162.96204199873182,209.3289183693025,46.36687637057068,28.45256220521065,309.0299923832958,457.4792019698856,148.4492095865898,48.037152783042956
xgb,104857600,100.0,sequential,random,512,4096,483.15129118986675,675.0011265296663,191.84983533979954,39.70802496818894,193.3392376760163,217.67687689017612,24.33763921415982,12.588049640985474,338.24526443294155,446.3390017099212,108.09373727697965,31.95720639524568
rf,1073741824,1024.0,random,read_heavy,512,4096,533.1243804166222,748.3593983156239,215.23501789900172,40.37238321961592,183.24851862675288,232.7668716078509,49.51835298109802,27.022512024754082,358.18644952168756,490.56313496173743,132.37668544004987,36.95747999870517
rf,1073741824,1024.0,random,read_heavy,512,4096,493.0662490157734,703.1515447459363,210.08529573016295,42.607924624636446,214.6894110877153,219.58343840527732,4.894027317562006,2.279584862973266,353.87783005174435,461.36749157560683,107.48966152386248,30.37479389656742
rf,1073741824,1024.0,random,read_heavy,512,4096,480.0874309023734,704.6832004050606,224.59576950268718,46.78226403064468,210.0851228355137,249.6531787756872,39.56805594017351,18.834296977398704,345.0862768689435,477.1681895903739,132.0819127214304,38.27504064196454
xgb,1073741824,1024.0,random,read_heavy,512,4096,441.0333837601886,756.5528715583628,315.51948779817417,71.54095345529161,188.27185125168492,247.77036010508772,59.4985088534028,31.60244532458769,314.65261750593675,502.16161583172527,187.50899832578853,59.59238471049766
xgb,1073741824,1024.0,random,read_heavy,512,4096,527.0550389545111,725.4911425499882,198.4361035954771,37.64997750312822,222.5638809494404,213.24389359007313,-9.319987359367275,-4.187556093831994,374.8094599519758,469.36751807003066,94.55805811805487,25.228300835888874
xgb,1073741824,1024.0,random,read_heavy,512,4096,493.77412150936686,762.1009142855588,268.32679277619195,54.34201208357612,222.06307435560763,254.5462360829712,32.48316172736358,14.627898772285597,357.9185979324873,508.323575184265,150.40497725177772,42.02211847067752
rf,1073741824,1024.0,random,write_heavy,512,1024,472.62292564731956,554.8975448492841,82.27461920196458,17.40808893036211,196.78036598066896,226.66959104624195,29.889225065572987,15.18912972674784,334.7016458139943,390.78356794776306,56.081922133768785,16.755795149252275
rf,1073741824,1024.0,random,write_heavy,512,1024,480.6817760194634,601.8996203168665,121.21784429740308,25.21789889793842,218.59890434714336,229.46318896246052,10.86428461531716,4.969962977519899,349.6403401833034,415.6814046396635,66.04106445636012,18.88828515088884
rf,1073741824,1024.0,random,write_heavy,512,1024,488.5612804596674,526.4909455739058,37.929665114238446,7.7635430049945775,197.30233043159652,194.27481098206098,-3.027519449535532,-1.5344570147310825,342.93180544563194,360.3828782779834,17.451072832351485,5.08878807833943
xgb,1073741824,1024.0,random,write_heavy,512,4096,541.5835463606192,745.3340856338407,203.75053927322153,37.62125726351961,219.28644291450496,263.97212728122,44.685684366715066,20.377768809053578,380.43499463756206,504.6531064575304,124.21811181996833,32.65159976629125
xgb,1073741824,1024.0,random,write_heavy,512,4096,498.6911391643731,716.7972713320019,218.10613216762874,43.73571436081582,201.73321681931444,247.65166652389186,45.91844970457743,22.761967725773697,350.21217799184376,482.2244689279469,132.0122909361031,37.694945873406375
xgb,1073741824,1024.0,random,write_heavy,512,4096,534.3884992912922,706.8413375152766,172.45283822398437,32.27106093276556,224.6444978198334,262.9226258426444,38.27812802281099,17.039423798178372,379.5164985555628,484.88198167896047,105.36548312339767,27.7630836931775
rf,1073741824,1024.0,random,mixed,512,4096,488.1432710083726,724.1444401806615,236.00116917228888,48.3467013044703,223.7359575402353,230.7701063590535,7.03414881881821,3.1439509751369457,355.93961427430395,477.4572732698575,121.51765899555357,34.139964792428614
rf,1073741824,1024.0,random,mixed,512,4096,506.08553888740227,673.5446926574131,167.4591537700108,33.089100735452625,217.1284911317039,254.61785931522033,37.48936818351643,17.265982915515433,361.6070150095531,464.0812759863167,102.47426097676362,28.338571079451103
rf,1073741824,1024.0,random,mixed,512,4096,537.9439757456186,767.9972076517541,230.05323190613558,42.76527710664846,214.02288074001154,251.62072295704974,37.59784221703819,17.56720687388135,375.9834282428151,509.8089653044019,133.82553706158683,35.59346689481232
xgb,1073741824,1024.0,random,mixed,512,4096,491.88587840053304,751.6719000969392,259.7860216964062,52.81428744023985,197.5090718515883,253.3451874223037,55.83611557071541,28.27015237693569,344.6974751260607,502.5085437596215,157.8110686335608,45.78248464855946
xgb,1073741824,1024.0,random,mixed,512,4096,510.17615715049897,739.8509243871766,229.67476723667767,45.01871834220684,208.92287428112593,254.83398409614185,45.91110981501592,21.975147514598177,359.54951571581245,497.34245424165925,137.7929385258468,38.32377252727499
xgb,1073741824,1024.0,random,mixed,512,4096,441.41013912250423,670.6955146186709,229.2853754961667,51.94383979307129,192.5055629899806,253.22393048628857,60.71836749630796,31.541097593874827,316.9578510562424,461.9597225524798,145.00187149623736,45.747998042335155
rf,1073741824,1024.0,random,sequential,512,128,495.691276582681,319.2657018285404,-176.4255747541406,-35.591825615820156,216.52866347105905,177.64334011011877,-38.885323360940276,-17.958510775243223,356.10997002687003,248.45452096932956,-107.65544905754047,-30.230956198563437
rf,1073741824,1024.0,random,sequential,512,128,510.001504011231,312.212069718637,-197.78943429259402,-38.782127648046774,221.578656129405,169.71317935543905,-51.86547677396595,-23.407253063072915,365.790080070318,240.96262453703804,-124.82745553327999,-34.125434869443055
rf,1073741824,1024.0,random,sequential,512,128,563.9122674500665,313.0114186511867,-250.90084879887974,-44.4928871530706,219.7066944960522,185.8238349806017,-33.88285951545049,-15.42186030934042,391.8094809730593,249.4176268158942,-142.39185415716508,-36.34211551071576
xgb,1073741824,1024.0,random,sequential,512,4096,538.0536885207908,713.7138622068101,175.66017368601922,32.64733193613848,234.3764341204846,249.36977551827022,14.993341397785628,6.3971198529618745,386.2150613206377,481.54181886254014,95.32675754190245,24.682299342738915
xgb,1073741824,1024.0,random,sequential,512,4096,474.9119936592408,746.3642566824439,271.45226302320305,57.158434962157564,214.5714041867771,245.44188262462632,30.870478437849215,14.387042185256668,344.7416989230089,495.9030696535351,151.1613707305262,43.847718800122585
xgb,1073741824,1024.0,random,sequential,512,4096,535.4899058449054,664.6777538270718,129.18784798216643,24.125169601158323,207.29529731954602,252.41260365965212,45.1173063401061,21.764751503531553,371.39260158222567,458.54517874336193,87.15257716113626,23.466427922862334
rf,1073741824,1024.0,random,random,512,256,525.3534139873507,419.4879703542648,-105.86544363308587,-20.15128117843256,216.76897681740343,201.02437384097098,-15.744602976432446,-7.2633100951964185,371.06119540237705,310.2561720976179,-60.805023304759175,-16.38679119729092
rf,1073741824,1024.0,random,random,512,256,484.3929503728971,431.55761862247766,-52.835331750419414,-10.90753523760937,231.7845525941233,207.75609451943956,-24.028458074683755,-10.366721080312828,358.0887514835102,319.6568565709586,-38.43189491255157,-10.73250549014281
rf,1073741824,1024.0,random,random,512,256,515.7701532967831,407.84017177466234,-107.92998152212073,-20.92598434248985,215.35016082442385,182.1980307021503,-33.15213012227355,-15.394523038830075,365.56015706060344,295.01910123840634,-70.54105582219711,-19.296702460520784
xgb,1073741824,1024.0,random,random,512,4096,505.2205694916286,754.8427257241522,249.62215623252354,49.408549712000536,231.88289113970075,269.51428236815354,37.6313912284528,16.22861912903324,368.5517303156647,512.1785040461529,143.62677373048814,38.97058727887989
xgb,1073741824,1024.0,random,random,512,4096,474.5271233261743,768.7700890372014,294.24296571102707,62.00761795206681,217.49286007786964,247.00436893382556,29.511508855955924,13.568955250020542,346.009991702022,507.8872289855135,161.87723728349152,46.783977678568746
xgb,1073741824,1024.0,random,random,512,4096,469.8830869464281,698.4567964998511,228.573709553423,48.64480461274464,203.5668065371653,248.43165622982264,44.864849692657344,22.03937393126337,336.72494674179666,473.4442263648368,136.71927962304017,40.60265832572173
rf,1073741824,1024.0,sequential,read_heavy,512,4096,524.2545301368089,732.3002027438421,208.04567260703323,39.68409630198939,218.40214903248975,254.6190819731479,36.216932940658154,16.582681581246934,371.3283395846493,493.459642358495,122.13130277384568,32.89038022534345
rf,1073741824,1024.0,sequential,read_heavy,4096,4096,531.3329832873164,692.5037038884285,161.17072060111207,30.333279820868857,186.43397245536815,233.49547945866547,47.06150700329732,25.24298891639169,358.8834778713423,462.999591673547,104.11611380220472,29.011119269059737
rf,1073741824,1024.0,sequential,read_heavy,512,4096,491.8257025145253,691.7147079476129,199.88900543308756,40.642244683660905,212.42873156330023,243.69437447726352,31.26564291396329,14.718179920330904,352.12721703891276,467.7045412124382,115.57732417352543,32.82260461018361
xgb,1073741824,1024.0,sequential,read_heavy,512,4096,517.4307996995063,775.2037994119477,257.77299971244133,49.817869338690485,208.1956428949436,239.79429546150152,31.598652566557917,15.177384179217778,362.81322129722497,507.4990474367246,144.68582613949962,39.87887365906372
xgb,1073741824,1024.0,sequential,read_heavy,512,4096,538.7655033410615,778.7286982234394,239.96319488237793,44.53945053910978,221.75971204785543,250.56157310228934,28.801861054433914,12.987869071645672,380.26260769445844,514.6451356628644,134.38252796840595,35.339401047915416
xgb,1073741824,1024.0,sequential,read_heavy,512,4096,533.5354926371334,695.2293944254966,161.69390178836318,30.30611909043771,213.01046214182603,250.86098712418192,37.85052498235589,17.769326727789718,373.2729773894797,473.0451907748393,99.77221338535958,26.729021233502117
rf,1073741824,1024.0,sequential,write_heavy,512,1024,500.8452975632612,621.3165563244744,120.47125876121316,24.053586875495537,219.63539136017852,236.5207850303029,16.885393670124387,7.687920223400677,360.24034446171987,428.91867067738866,68.67832621566879,19.064584872715926
rf,1073741824,1024.0,sequential,write_heavy,512,1024,524.9235855768233,576.8038345727435,51.88024899592028,9.88339072989273,220.15714518065505,218.04052968565304,-2.1166154950020086,-0.9614112198199021,372.5403653787391,397.4221821291983,24.881816750459166,6.678958594235375
rf,1073741824,1024.0,sequential,write_heavy,512,1024,488.9701715677903,571.2896114549294,82.31943988713908,16.835268217526924,207.72251761801832,234.82510504881282,27.1025874307945,13.04749612203023,348.3463445929043,403.0573582518711,54.711013658966806,15.705924436469958
xgb,1073741824,1024.0,sequential,write_heavy,512,4096,445.47947900527566,726.4766172826072,280.99713827733154,63.07745957339682,217.83609708047362,256.9676278352884,39.131530754814776,17.963749479205323,331.65778804287464,491.72212255894783,160.0643345160732,48.26189532910383
xgb,1073741824,1024.0,sequential,write_heavy,512,4096,515.769513278394,767.3186744276911,251.5491611492971,48.77162272550216,220.1606060014239,259.6851746852087,39.52456868378482,17.952607145135307,367.965059639909,513.5019245564499,145.53686491654094,39.55181643033267
xgb,1073741824,1024.0,sequential,write_heavy,512,4096,485.7966232862248,729.9824450490696,244.1858217628448,50.26503068527378,233.01606294942965,256.7995935659583,23.783530616528623,10.206820214660587,359.40634311782725,493.39101930751394,133.9846761896867,37.27944115492735
rf,1073741824,1024.0,sequential,mixed,512,4096,512.8329569146588,687.0906593832902,174.25770246863146,33.97942743715473,195.34528125818542,248.53995673346452,53.1946754752791,27.2311033738114,354.0891190864221,467.81530805837735,113.72618897195525,32.11795642446676
rf,1073741824,1024.0,sequential,mixed,512,4096,481.98803860048463,609.6975289530455,127.70949035256092,26.496402425956905,198.15956557186863,247.1782405985515,49.01867502668287,24.736971382239304,340.0738020861766,428.4378847757985,88.36408268962191,25.983795913579357
rf,1073741824,1024.0,sequential,mixed,512,4096,497.6690636589433,773.2743944723273,275.60533081338406,55.379237115341105,228.53030373921703,264.9923714727339,36.462067733516875,15.955025279765463,363.0996836990802,519.1333829725306,156.03369927345045,42.97268939588606
xgb,1073741824,1024.0,sequential,mixed,512,4096,538.5330268708084,747.5834413619456,209.0504144911372,38.818494699543734,222.3950555394672,250.99122102577942,28.59616548631223,12.85827394720897,380.4640412051378,499.2873311938625,118.8232899887247,31.23114857644531
xgb,1073741824,1024.0,sequential,mixed,512,4096,519.6158760493972,689.2342390426969,169.61836299329968,32.64302936293943,214.95991760290892,248.49519226123957,33.53527465833065,15.600710603304044,367.2878968261531,468.86471565196825,101.57681882581517,27.65591235201908
xgb,1073741824,1024.0,sequential,mixed,512,4096,518.3174578412817,788.4985843328758,270.1811264915941,52.12657270254025,230.68172039422402,247.23779245229946,16.556072058075443,7.177019501060557,374.49958911775286,517.8681883925876,143.36859927483476,38.282712035167485
rf,1073741824,1024.0,sequential,sequential,512,128,528.3633159620696,290.10773037279046,-238.25558558927912,-45.09313542244161,218.4747909963691,161.9486713446329,-56.526119651736195,-25.873062697048475,373.4190534792193,226.02820085871167,-147.39085262050764,-39.470629912222705
rf,1073741824,1024.0,sequential,sequential,512,128,519.6930221534903,279.63731313395385,-240.0557090195365,-46.19182840377574,228.4594136234657,163.2223456170875,-65.2370680063782,-28.555211173700357,374.076217888478,221.42982937552068,-152.64638851295734,-40.806226435508194
rf,1073741824,1024.0,sequential,sequential,512,128,491.75936651293586,314.60674158181274,-177.1526249311231,-36.02425027250865,220.79711652706675,163.55092551933146,-57.24619100773529,-25.927055528697394,356.2782415200013,239.07883355057209,-117.19940796942922,-32.895471659851474
xgb,1073741824,1024.0,sequential,sequential,512,4096,494.4511068555545,726.039384597908,231.5882777423535,46.83744753149235,221.24785233409247,271.14874546401103,49.90089312991856,22.55429492466501,357.8494795948235,498.59406503095954,140.74458543613605,39.33066651249421
xgb,1073741824,1024.0,sequential,sequential,512,4096,545.4177905843876,721.0098606473459,175.59207006295833,32.1940488730337,217.21952654043284,264.90690703606737,47.68738049563453,21.95354223219803,381.31865856241023,492.9583838417067,111.63972527929644,29.277278405463715
xgb,1073741824,1024.0,sequential,sequential,512,4096,545.8595123575528,740.2891331105152,194.42962075296236,35.61898553589842,229.73827819932245,276.55749444428574,46.819216244963286,20.37937108780045,387.7988952784376,508.4233137774005,120.62441849896288,31.10488966513305
rf,1073741824,1024.0,sequential,random,512,256,491.66454874714634,418.31251698950996,-73.35203175763638,-14.919121572737174,235.06767753044574,189.44892304193857,-45.618754488507165,-19.40664704214754,363.36611313879604,303.88072001572425,-59.48539312307179,-16.370649593389565
rf,1073741824,1024.0,sequential,random,512,256,518.3872320554277,415.4826386911601,-102.90459336426761,-19.8509120211635,209.50396721586716,189.93361969183084,-19.570347524036322,-9.341277773452171,363.94559963564745,302.70812919149546,-61.237470444151995,-16.82599556237469
rf,1073741824,1024.0,sequential,random,512,256,506.14911584680686,429.64620351420257,-76.5029123326043,-15.114698403574605,220.9375775345051,196.45945331893444,-24.47812421557066,-11.079203677675777,363.543346690656,313.0528284165685,-50.49051827408749,-13.888445142430447
xgb,1073741824,1024.0,sequential,random,512,4096,508.69411198564706,687.7704036770616,179.07629169141455,35.203138285285924,225.1925435026458,246.76530806886763,21.57276456622182,9.579697547120764,366.9433277441464,467.2678558729646,100.3245281288182,27.340605631278876
xgb,1073741824,1024.0,sequential,random,512,4096,503.9102870949529,717.3543329812137,213.44404588626082,42.35754882417019,215.01391415110712,237.3446384782595,22.33072432715238,10.385711276089246,359.46210062303,477.3494857297366,117.88738510670663,32.79549774576537
xgb,1073741824,1024.0,sequential,random,512,4096,511.5171387534052,730.4767414944732,218.959602741068,42.80591717311454,205.89401617097684,252.925882788719,47.03186661774217,22.842755458559,358.70557746219106,491.70131214159613,132.99573467940507,37.07657283177409
