model_type,file_size,file_size_mb,data_pattern,access_pattern,old_chunk_size,new_chunk_size,before_read_speed,after_read_speed,read_speed_change,read_speed_pct,before_write_speed,after_write_speed,write_speed_change,write_speed_pct,before_throughput,after_throughput,throughput_change,throughput_pct
xgb,104857600,100.0,random,read_heavy,512,4096,528.2782618041607,729.3093045402038,201.0310427360431,38.054006244642295,192.33159709404993,231.60337915429847,39.27178206024854,20.418788516088014,360.3049294491053,480.4563418472511,120.1514123981458,33.34714642451699
xgb,104857600,100.0,random,read_heavy,512,4096,452.2779938600757,764.5013238973497,312.223330037274,69.03350025335716,180.0849781486396,230.5693947634746,50.484416614835,28.033663403710367,316.1814860043577,497.5353593304122,181.3538733260545,57.35752450842585
xgb,104857600,100.0,random,read_heavy,512,4096,563.1079587943328,756.5365139794593,193.42855518512647,34.35017249610097,206.59502969896153,220.97055625331905,14.37552655435752,6.958311908715673,384.8514942466472,488.7535351163892,103.902040869742,26.997956984195127
rf,104857600,100.0,random,write_heavy,512,4096,471.39776051717377,693.9998896916883,222.60212917451452,47.22171970657989,185.45065132940883,205.62363242087855,20.172981091469723,10.877816252927165,328.4242059232913,449.81176105628344,121.38755513299213,36.96059941493598
rf,104857600,100.0,random,write_heavy,512,4096,517.2248634686165,613.6030351204002,96.37817165178376,18.633708172003157,196.74399928950888,182.63311388080882,-14.110885408700057,-7.172206247538907,356.9844313790627,398.1180745006045,41.13364312154181,11.522531378368205
rf,104857600,100.0,random,write_heavy,512,4096,470.6961099124064,636.0434916671301,165.34738175472364,35.12826604526087,188.56081372285158,193.4021775918732,4.84136386902162,2.567534459273973,329.628461817629,414.7228346295016,85.09437281187263,25.815238266333974
xgb,104857600,100.0,random,write_heavy,512,4096,493.2430753213276,677.481536439587,184.2384611182594,37.35246784726488,177.0705102432974,211.9959942366608,34.9254839933634,19.7240545279817,335.1567927823125,444.7387653381239,109.58197255581143,32.69573373289377
xgb,104857600,100.0,random,write_heavy,512,4096,490.4643521171229,593.8593671905861,103.39501507346318,21.081045875638367,185.11716985159774,213.61999550109712,28.502825649499385,15.397180970489742,337.7907609843603,403.73968134584163,65.94892036148133,19.523600991720066
xgb,104857600,100.0,random,write_heavy,512,4096,438.38560922891253,756.6880129990325,318.30240377011995,72.60785871369958,179.52496531604206,205.45428361216727,25.929318296125217,14.443293861930753,308.9552872724773,481.0711483055999,172.1158610331226,55.708987068192904
rf,104857600,100.0,random,mixed,512,4096,451.0489299924723,575.2924717220947,124.24354172962234,27.545468677133517,169.846690119343,187.0939788415645,17.247288722221498,10.154621623831861,310.44781005590767,381.1932252818296,70.74541522592193,22.788183048603756
rf,104857600,100.0,random,mixed,512,4096,495.3424571251985,675.4739973169811,180.13154019178262,36.36505161241491,175.96615295415577,203.39378884075884,27.42763588660307,15.586881582703441,335.6543050396771,439.43389307886997,103.77958803919284,30.91859287397647
rf,104857600,100.0,random,mixed,512,4096,310.97674269169886,697.8081804342822,386.8314377425834,124.39240130767159,175.74427165061522,209.9204672302066,34.17619557959139,19.446548816984873,243.36050717115705,453.8643238322444,210.50381666108734,86.498758203622
xgb,104857600,100.0,random,mixed,512,4096,530.8795330016316,641.6062346837939,110.72670168216234,20.857218031387557,185.9922318174434,220.32749407985006,34.335262262406644,18.460589416501904,358.4358824095375,430.966864381822,72.53098197228451,20.235413230590822
xgb,104857600,100.0,random,mixed,512,4096,417.2629969064025,688.0852634543402,270.82226654793766,64.90445319997704,180.51935363777807,221.1890890770885,40.66973543931044,22.52929374039112,298.8911752720903,454.63717626571434,155.74600099362402,52.10792886469244
xgb,104857600,100.0,random,mixed,512,4096,510.90671451349834,668.4558153618947,157.54910084839634,30.837156054685956,183.79080274185137,201.91719170906134,18.126388967209976,9.862511451495163,347.34875862767484,435.186503535478,87.83774490780314,25.288054937877853
rf,104857600,100.0,random,sequential,512,4096,512.40302532876,650.7239309109734,138.3209055822134,26.994552870460925,170.9956793493992,199.61995318742134,28.624273838022134,16.73976438874431,341.6993523390796,425.17194204919736,83.47258971011775,24.428664888801173
rf,104857600,100.0,random,sequential,512,4096,522.6577433887466,670.8485656599692,148.1908222712226,28.35331995856417,170.29069120667018,208.56952758497573,38.278836378305556,22.47852545965014,346.4742172977084,439.70904662247244,93.23482932476406,26.909600965965076
rf,104857600,100.0,random,sequential,512,4096,474.04585501773306,660.8759043579879,186.83004934025485,39.41180950380126,187.91712651900616,210.65144032653126,22.734313807525098,12.098053130471705,330.9814907683696,435.7636723422596,104.78218157389,31.658018498448175
xgb,104857600,100.0,random,sequential,512,4096,521.1878012290227,583.5737428473107,62.385941618287916,11.969954298848602,186.03710980613002,200.64507291951864,14.607963113388621,7.852176981577297,353.6124555175764,392.10940788341463,38.49695236583824,10.88676367734019
xgb,104857600,100.0,random,sequential,512,4096,574.4834954115875,721.69256817212,147.20907276053254,25.62459564744587,199.57654519053327,220.83121781642853,21.254672625895267,10.649885038145987,387.03002030106035,471.26189299427426,84.23187269321392,21.763653534599765
xgb,104857600,100.0,random,sequential,512,4096,514.3099582189211,754.0556769409444,239.7457187220233,46.61502560679045,190.01200060342785,185.05422613540452,-4.957774468023331,-2.6091901839245684,352.1609794111745,469.55495153817446,117.39397212699998,33.33531509461577
rf,104857600,100.0,random,random,512,4096,531.64081397427,612.1197939900634,80.47898001579335,15.137848317960087,181.46426810462324,205.2013851312675,23.737117026644256,13.080876623577828,356.5525410394466,408.66058956066547,52.10804852121885,14.61440952553861
rf,104857600,100.0,random,random,512,4096,496.7310188445663,611.1105067255165,114.37948788095025,23.026443596577792,174.1384046718078,211.65181409900592,37.51340942719813,21.54229533565457,335.43471175818706,411.38116041226124,75.94644865407417,22.64120139981921
rf,104857600,100.0,random,random,512,4096,490.27248633749906,708.5878656787776,218.31537934127851,44.52939649380859,184.12436785914963,219.54358065644044,35.41921279729081,19.236569938632776,337.1984270983244,464.065723167609,126.86729606928463,37.62392878312305
xgb,104857600,100.0,random,random,512,4096,508.01316329731634,608.9309202407673,100.91775694345091,19.865185438982113,184.6289830940706,205.1187620344898,20.4897789404192,11.097812811967566,346.3210731956935,407.0248411376285,60.70376794193504,17.52817620417616
xgb,104857600,100.0,random,random,512,4096,530.1018925060603,598.7640145211877,68.66212201512747,12.952627218613921,184.30376543003732,215.8735692249942,31.569803794956897,17.129223443316445,357.2028289680488,407.31879187309096,50.11596290504218,14.030113661144878
xgb,104857600,100.0,random,random,512,4096,549.2927201071441,719.6173299568329,170.32460984968884,31.00798601817727,182.3983161776537,218.00562698583067,35.607310808176976,19.521732192689704,365.8455181423989,468.8114784713318,102.96596032893291,28.144655386718508
rf,104857600,100.0,sequential,read_heavy,512,256,518.3778445992626,385.5319860811654,-132.8458585180972,-25.627225372796374,188.67226754673354,168.5469591346782,-20.125308412055347,-10.666807938305173,353.5250560729981,277.0394726079218,-76.48558346507627,-21.63512377727565
rf,104857600,100.0,sequential,read_heavy,512,256,405.1072915637096,386.88748791640734,-18.219803647302285,-4.497525477009818,162.2396160375298,158.70192195513863,-3.5376940823911696,-2.1805365229493754,283.6734538006197,272.794704935773,-10.878748864846727,-3.8349548465302896
rf,104857600,100.0,sequential,read_heavy,512,256,473.9073089122917,420.02908145076117,-53.878227461530514,-11.368937859428966,168.71064105933272,166.37324935323815,-2.3373917060945644,-1.3854441494727903,321.3089749858122,293.2011654019997,-28.107809583812525,-8.747906772617746
xgb,104857600,100.0,sequential,read_heavy,512,4096,541.6865196042557,709.3536341168617,167.66711451260596,30.952794364367765,181.1412018715704,214.74722864399567,33.60602677242528,18.552392512142017,361.41386073791307,462.0504313804287,100.63657064251561,27.84524379807734
xgb,104857600,100.0,sequential,read_heavy,512,4096,508.7871630924351,692.8366913636804,184.04952827124532,36.174169008624865,186.20531977062092,209.0428485182159,22.837528747594973,12.26470262811376,347.496241431528,450.93976994094817,103.44352850942016,29.76824384726563
xgb,104857600,100.0,sequential,read_heavy,512,4096,451.7830349131668,604.7136564935206,152.93062158035383,33.85045691451147,187.46369662580864,199.13291198035847,11.669215354549834,6.224786753161306,319.6233657694877,401.92328423693954,82.29991846745185,25.749030665926508
rf,104857600,100.0,sequential,write_heavy,512,4096,500.61057969463457,719.7988690675385,219.1882893729039,43.78419039937304,186.7800981838132,227.42505430821035,40.64495612439714,21.760860241329247,343.6953389392239,473.61196168787444,129.91662274865052,37.799937336835356
rf,104857600,100.0,sequential,write_heavy,512,4096,519.9350603468545,663.5633013124755,143.628240965621,27.624265397645043,183.4244266543518,215.1237333418132,31.699306687461387,17.281943994949,351.67974350060314,439.34351732714435,87.66377382654122,24.927160419858208
rf,104857600,100.0,sequential,write_heavy,512,4096,390.9976989921244,618.1532891359402,227.1555901438158,58.09640075359912,181.54092576853174,234.9168441203915,53.37591835185975,29.401589821082602,286.2693123803281,426.53506662816585,140.26575424783778,48.997831126755656
xgb,104857600,100.0,sequential,write_heavy,512,4096,510.0406519389017,604.9654340824418,94.92478214354009,18.611218886707725,194.1544639714656,196.767535428334,2.6130714568684255,1.3458724581539687,352.0975579551837,400.8664847553879,48.76892680020421,13.85096990829221
xgb,104857600,100.0,sequential,write_heavy,512,4096,527.9776840486936,643.2800713681363,115.30238731944269,21.83849636129862,188.61488432623784,228.58579557242038,39.97091124618254,21.191811764466493,358.29628418746574,435.93293347027833,77.63664928281258,21.668282008247672
xgb,104857600,100.0,sequential,write_heavy,512,4096,516.9626393997062,678.8953939136924,161.9327545139862,31.32387955578792,180.6133605444247,198.08880668409174,17.475446139667042,9.675610977499465,348.78799997206545,438.49210029889207,89.70410032682662,25.718803494962856
rf,104857600,100.0,sequential,mixed,512,4096,518.2894475069169,707.969110882928,189.67966337601115,36.59724586105523,187.37587359791,200.38127330505606,13.005399707146069,6.940808043971747,352.8326605524134,454.17519209399205,101.34253154157864,28.722548355617484
rf,104857600,100.0,sequential,mixed,512,4096,586.8977644276739,502.32027842382985,-84.57748600384406,-14.410940223349058,187.5543136974036,171.43170109448388,-16.122612602919702,-8.596236623451702,387.22603906253875,336.8759897591569,-50.350049303381866,-13.002754005200076
rf,104857600,100.0,sequential,mixed,512,4096,467.6304760588097,606.4150417813873,138.78456572257767,29.678255124057394,190.1142899620524,201.1254986813984,11.011208719346001,5.791889037664599,328.872383010431,403.7702702313929,74.89788722096188,22.77414921112008
xgb,104857600,100.0,sequential,mixed,4096,4096,665.9559840398084,743.1526476806954,77.19666364088698,11.591856742933397,217.1992340061499,220.21686516308642,3.017631156936517,1.389337844925859,441.5776090229792,481.68475642189094,40.10714739891176,9.082694996164227
xgb,104857600,100.0,sequential,mixed,512,4096,510.977047902149,666.453323842014,155.476275939865,30.42725237428636,193.37016761375116,211.57832345327566,18.208155839524494,9.416217643196404,352.1736077579501,439.0158236476448,86.84221588969473,24.6589221840217
xgb,104857600,100.0,sequential,mixed,512,4096,536.6158549067238,617.2248282790329,80.60897337230904,15.021727858995282,212.62946399527524,220.11708988582623,7.487625890550987,3.5214432420886723,374.62265945099955,418.67095908242953,44.048299631429984,11.758044667127637
rf,104857600,100.0,sequential,sequential,512,4096,539.0614276423962,601.8052849998159,62.74385735741964,11.639463359831193,191.60390476961993,188.67031554779922,-2.9335892218207107,-1.531069643569107,365.33266620600807,395.2378002738075,29.90513406779945,8.185726827651429
rf,104857600,100.0,sequential,sequential,512,4096,437.41592207872566,667.7665459516602,230.35062387293453,52.66169159509385,190.1647718316594,213.57282352953158,23.408051697872168,12.309352290861634,313.79034695519255,440.66968474059587,126.87933778540332,40.43442987222324
rf,104857600,100.0,sequential,sequential,512,4096,487.4210932440012,724.2330546813306,236.8119614373294,48.58467651886829,198.78384447768676,203.7147151600555,4.930870682368749,2.4805188245175693,343.102468860844,463.9738849206931,120.87141605984908,35.228955495762484
xgb,104857600,100.0,sequential,sequential,512,4096,446.60544831933487,760.5348380943401,313.92938977500523,70.29233318948167,188.54295716779916,194.15620155415542,5.613244386356257,2.9771700150860534,317.574202743567,477.34551982424773,159.77131708068072,50.30991676918164
