file_path,file_size,chunk_size,access_count,avg_read_size,avg_write_size,max_read_size,max_write_size,read_count,write_count,throughput_mbps,file_size_mb,chunk_size_kb,file_extension,dir_depth,read_write_ratio,avg_access_size,max_access_size,read_percentage,path_chunk_hint
/mnt/beegfs/testdir_256K/test_750M.dat,750000000,256000,52,120197,197120,265216,231424,50,2,432.9,715.2557373046875,250.0,.dat,5,25.0,123155.57692307692,265216,96.15384615384616,262144
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4096000,52,242278,170496,495616,202752,50,2,1086.12,47.6837158203125,4000.0,.dat,5,25.0,239517.15384615384,495616,96.15384615384616,4194304
/mnt/beegfs/testdir_3072K/test_750M.dat,750000000,3072000,42,288768,376320,516096,472064,40,2,934.08,715.2557373046875,3000.0,.dat,5,20.0,292937.14285714284,516096,95.23809523809523,3145728
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4096000,42,227942,142336,514048,219136,40,2,501.46,95.367431640625,4000.0,.dat,5,20.0,223865.52380952382,514048,95.23809523809523,4194304
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,128000,42,72780,12800,130048,20480,40,2,311.12,47.6837158203125,125.0,.dat,5,20.0,69923.80952380953,130048,95.23809523809523,131072
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2048000,52,261754,373248,486400,467968,50,2,524.15,476.837158203125,2000.0,.dat,5,25.0,266042.23076923075,486400,96.15384615384616,2097152
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,768000,52,287518,335360,508928,404480,50,2,461.06,190.73486328125,750.0,.dat,5,25.0,289358.07692307694,508928,96.15384615384616,786432
/mnt/beegfs/testdir_1024K/test_1000M.dat,1000000000,1024000,52,272506,101888,518144,113664,50,2,708.58,953.67431640625,1000.0,.dat,5,25.0,265943.76923076925,518144,96.15384615384616,1048576
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,52,258723,243712,526336,353280,50,2,487.68,95.367431640625,2000.0,.dat,5,25.0,258145.65384615384,526336,96.15384615384616,2097152
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4096000,42,292608,288256,513024,344064,40,2,545.07,95.367431640625,4000.0,.dat,5,20.0,292400.7619047619,513024,95.23809523809523,4194304
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,128000,52,68280,58880,126976,84992,50,2,339.04,47.6837158203125,125.0,.dat,5,25.0,67918.46153846153,126976,96.15384615384616,131072
/mnt/beegfs/testdir_3072K/test_1500M.dat,1500000000,3072000,52,250777,357888,527360,496640,50,2,497.62,1430.511474609375,3000.0,.dat,5,25.0,254896.65384615384,527360,96.15384615384616,3145728
/mnt/beegfs/testdir_6144K/test_1500M.dat,1500000000,6144000,52,274493,297984,519168,395264,50,2,597.88,1430.511474609375,6000.0,.dat,5,25.0,275396.5,519168,96.15384615384616,6291456
/mnt/beegfs/testdir_8192K/test_2000M.dat,2000000000,8192000,42,300211,282624,527360,301056,40,2,565.93,1907.3486328125,8000.0,.dat,5,20.0,299373.5238095238,527360,95.23809523809523,8388608
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1024000,52,274677,305664,497664,451584,50,2,510.76,190.73486328125,1000.0,.dat,5,25.0,275868.8076923077,497664,96.15384615384616,1048576
/mnt/beegfs/testdir_768K/test_350M.dat,350000000,768000,42,255360,296448,506880,441344,40,2,527.5,333.7860107421875,750.0,.dat,5,20.0,257316.57142857142,506880,95.23809523809523,786432
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,64000,42,40729,47616,66560,53248,40,2,261.77,95.367431640625,62.5,.dat,5,20.0,41056.95238095238,66560,95.23809523809523,65536
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,52,230174,157184,519168,259072,50,2,1016.28,95.367431640625,2000.0,.dat,5,25.0,227366.6923076923,519168,96.15384615384616,2097152
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4096000,42,224819,216064,514048,300032,40,2,1014.35,190.73486328125,4000.0,.dat,5,20.0,224402.09523809524,514048,95.23809523809523,4194304
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4096000,52,279244,55808,519168,60416,50,2,958.95,47.6837158203125,4000.0,.dat,5,25.0,270650.3076923077,519168,96.15384615384616,4194304
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,128000,52,71249,49664,132096,70656,50,2,368.31,476.837158203125,125.0,.dat,5,25.0,70418.80769230769,132096,96.15384615384616,131072
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,64000,42,32512,37888,68608,40960,40,2,298.15,95.367431640625,62.5,.dat,5,20.0,32768.0,68608,95.23809523809523,65536
/mnt/beegfs/testdir_1536K/test_750M.dat,750000000,1536000,42,270259,265728,520192,362496,40,2,414.15,715.2557373046875,1500.0,.dat,5,20.0,270043.2380952381,520192,95.23809523809523,1572864
/mnt/beegfs/testdir_3072K/test_2000M.dat,2000000000,3072000,42,263424,260608,520192,401408,40,2,451.26,1907.3486328125,3000.0,.dat,5,20.0,263289.90476190473,520192,95.23809523809523,3145728
/mnt/beegfs/testdir_8192K/test_2000M.dat,2000000000,8192000,42,253388,491008,503808,499712,40,2,434.79,1907.3486328125,8000.0,.dat,5,20.0,264703.2380952381,503808,95.23809523809523,8388608
/mnt/beegfs/testdir_1536K/test_350M.dat,350000000,1536000,52,257433,271360,520192,485376,50,2,478.68,333.7860107421875,1500.0,.dat,5,25.0,257968.65384615384,520192,96.15384615384616,1572864
/mnt/beegfs/testdir_8192K/test_1500M.dat,1500000000,8192000,42,295116,246784,519168,315392,40,2,468.25,1430.511474609375,8000.0,.dat,5,20.0,292814.4761904762,519168,95.23809523809523,8388608
/mnt/beegfs/testdir_8192K/test_750M.dat,750000000,8192000,42,235340,307200,525312,428032,40,2,531.19,715.2557373046875,8000.0,.dat,5,20.0,238761.90476190476,525312,95.23809523809523,8388608
/mnt/beegfs/testdir_1536K/test_100M.dat,100000000,1536000,52,269496,371200,521216,485376,50,2,499.6,95.367431640625,1500.0,.dat,5,25.0,273407.6923076923,521216,96.15384615384616,1572864
/mnt/beegfs/testdir_3072K/test_50M.dat,50000000,3072000,42,260556,348672,525312,372736,40,2,803.94,47.6837158203125,3000.0,.dat,5,20.0,264752.0,525312,95.23809523809523,3145728
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,768000,42,303897,262656,526336,478208,40,2,730.05,47.6837158203125,750.0,.dat,5,20.0,301933.14285714284,526336,95.23809523809523,786432
/mnt/beegfs/testdir_8192K/test_750M.dat,750000000,8192000,42,283059,197632,524288,208896,40,2,660.4,715.2557373046875,8000.0,.dat,5,20.0,278991.04761904763,524288,95.23809523809523,8388608
/mnt/beegfs/testdir_8192K/test_100M.dat,100000000,8192000,52,250900,261120,503808,481280,50,2,506.04,95.367431640625,8000.0,.dat,5,25.0,251293.07692307694,503808,96.15384615384616,8388608
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4096000,52,300728,280576,519168,345088,50,2,451.99,953.67431640625,4000.0,.dat,5,25.0,299952.92307692306,519168,96.15384615384616,4194304
/mnt/beegfs/testdir_64K/test_1500M.dat,1500000000,64000,52,39383,30208,68608,50176,50,2,227.82,1430.511474609375,62.5,.dat,5,25.0,39030.11538461538,68608,96.15384615384616,65536
/mnt/beegfs/testdir_1024K/test_350M.dat,350000000,1024000,42,266828,128000,520192,228352,40,2,923.14,333.7860107421875,1000.0,.dat,5,20.0,260217.14285714287,520192,95.23809523809523,1048576
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2048000,42,238361,181760,497664,191488,40,2,415.9,476.837158203125,2000.0,.dat,5,20.0,235665.7142857143,497664,95.23809523809523,2097152
/mnt/beegfs/testdir_4096K/test_350M.dat,350000000,4096000,52,265748,420864,498688,494592,50,2,901.49,333.7860107421875,4000.0,.dat,5,25.0,271714.0,498688,96.15384615384616,4194304
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4096000,42,256896,166912,507904,261120,40,2,461.7,190.73486328125,4000.0,.dat,5,20.0,252611.04761904763,507904,95.23809523809523,4194304
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,128000,42,63180,59904,133120,83968,40,2,317.77,95.367431640625,125.0,.dat,5,20.0,63024.0,133120,95.23809523809523,131072
/mnt/beegfs/testdir_4096K/test_2000M.dat,2000000000,4096000,42,251264,183808,526336,345088,40,2,423.31,1907.3486328125,4000.0,.dat,5,20.0,248051.80952380953,526336,95.23809523809523,4194304
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4096000,42,253184,446464,512000,475136,40,2,965.95,47.6837158203125,4000.0,.dat,5,20.0,262387.8095238095,512000,95.23809523809523,4194304
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,128000,42,62924,73728,133120,101376,40,2,371.47,953.67431640625,125.0,.dat,5,20.0,63438.47619047619,133120,95.23809523809523,131072
/mnt/beegfs/testdir_256K/test_350M.dat,350000000,256000,52,136867,119808,262144,173056,50,2,426.96,333.7860107421875,250.0,.dat,5,25.0,136210.88461538462,262144,96.15384615384616,262144
/mnt/beegfs/testdir_2048K/test_350M.dat,350000000,2048000,42,243404,79872,524288,138240,40,2,843.61,333.7860107421875,2000.0,.dat,5,20.0,235616.7619047619,524288,95.23809523809523,2097152
/mnt/beegfs/testdir_3072K/test_350M.dat,350000000,3072000,42,254131,214016,513024,348160,40,2,782.99,333.7860107421875,3000.0,.dat,5,20.0,252220.7619047619,513024,95.23809523809523,3145728
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2048000,42,285926,214016,527360,260096,40,2,461.23,95.367431640625,2000.0,.dat,5,20.0,282501.71428571426,527360,95.23809523809523,2097152
