path_chunk_hint,max_access_size,max_read_size,avg_access_size,max_write_size,avg_read_size,avg_write_size,throughput_mbps,file_size_mb,file_size,chunk_size_kb
1.4964069116509506,0.5709656421943704,0.651860647728335,0.36219361074775863,0.7137675955985392,0.6237425516389072,0.2667744715404454,1.6957953353251563,-0.8270548504646729,-0.8270548504646729,6000.0
-0.6221733317985131,0.5459254211266622,0.46230019183654725,0.6956226238543568,0.7325822199469315,0.6256371238865666,0.8175376930414309,2.115979837534821,-0.5889619876892448,-0.5889619876892448,750.0
-0.8743852655424968,-1.8266355250386892,-1.7681945058234882,-1.7185724083604674,-1.6819612380967572,-1.6551508780484736,-1.5656400581827168,-0.61685569976898,2.030059502840464,2.030059502840464,125.0
1.4964069116509506,0.6398262501305679,0.7213661482219905,0.3282935189762953,0.6949529712501468,0.62147128081569,-0.05098671325514474,-0.03086220620646,-0.8270548504646729,-0.8270548504646729,6000.0
-0.6221733317985131,0.6210460843297868,0.4749375555626664,0.7780494749058657,0.8078407173405011,0.887520189488452,0.5453889064160876,-0.5559240121571692,1.2364166269223706,1.2364166269223706,750.0
-0.31951901130573257,0.5083650895250998,0.5318056923302028,0.23418104628049366,0.6949529712501468,-0.022184711744344596,0.4511544182736891,2.279866857496682,0.442773751004277,0.442773751004277,1500.0
-0.31951901130573257,0.6398262501305679,0.7213661482219905,0.4037444285650643,0.7639399271942522,-0.0921398530994364,1.2813623344577387,2.1459522021997954,-0.9857834256482916,-0.9857834256482916,1500.0
-0.31951901130573257,0.4395044815889024,0.5191683286040836,0.6562068384964055,-0.25204978761893637,0.9609210148729125,-0.15460313722141203,-0.19594396514110116,2.030059502840464,2.030059502840464,1500.0
-0.31951901130573257,0.6085259737959327,0.5633991016455007,0.7428989775046817,0.7952976344415728,0.6868949598942166,0.8847472244522429,-0.2035279603596217,0.442773751004277,0.442773751004277,1500.0
1.4964069116509506,0.5521854763935892,0.6329046021391562,0.45179736702647993,0.29357431848444265,0.5564243003127214,0.21045172185445454,-0.18778857302255536,-0.8270548504646729,-0.8270548504646729,6000.0
-0.11774946431054552,0.5772256974612974,0.512849646741024,0.21832548667487206,0.7639399271942522,-0.08987966164608849,0.39022372665650606,-0.16368601287602505,0.442773751004277,0.442773751004277,2000.0
-0.8743852655424968,-1.7452548065686375,-1.7302824146451306,-1.5711321238094793,-1.5628019505569388,-1.5250569170425363,-1.4086275503516212,0.2475119744514202,0.045952313045230175,0.045952313045230175,125.0
1.4964069116509506,0.5960058632620786,0.6771353751805733,0.4460762595885251,0.6259660153060413,-0.046382055539010494,1.0845492471083504,1.5770486704653104,-0.9857834256482916,-0.9857834256482916,6000.0
0.6893287236702026,0.6398262501305679,0.7213661482219905,0.2318376253079235,0.46290593761997406,0.15404374539757656,0.5638102958932635,-0.3526625512662784,-0.8270548504646729,-0.8270548504646729,4000.0
0.2857896296798285,0.520885200058954,0.6013111928238583,0.7545832710565872,0.312388942832835,0.565309954947942,2.28012336979605,0.7058242334446048,0.442773751004277,0.442773751004277,3000.0
-0.5212885583009196,0.6398262501305679,0.6644980114544542,0.7407646883990987,0.8266553416888934,0.7122334787854258,0.6884945624728644,0.10211743598129397,1.2364166269223706,1.2364166269223706,1000.0
-0.31951901130573257,0.35186370785192367,0.32960787271229586,0.23613167252535874,0.5381644350135436,-0.0584918068062128,0.4887029180643496,-0.2895491663998247,0.442773751004277,0.442773751004277,1500.0
-0.8743852655424968,-1.7640349723694186,-1.7808318695496073,-1.7484203101747047,-1.5816165749053313,-1.740617137220659,-1.555708075236431,-0.9396949482833902,1.2364166269223706,1.2364166269223706,125.0
0.2857896296798285,0.6210460843297868,0.588673829097739,0.535754442094937,0.8078407173405011,0.2525282641662511,0.9102569570352842,1.983675482592552,0.045952313045230175,0.045952313045230175,3000.0
-0.8743852655424968,-1.7515148618355647,-1.692370323466773,-1.7078937565164205,-2.008081393468892,-1.6357841395168453,-1.7051237058296151,-0.6258422146511992,2.030059502840464,2.030059502840464,125.0
1.4964069116509506,0.020080778704790095,0.09581664377909102,0.36949882997486255,-0.4966399041480373,0.30494476301815787,0.6063195980332706,1.889083323051966,-0.35086912491381667,-0.35086912491381667,6000.0
-0.8743852655424968,-1.7452548065686375,-1.6860516416037135,-1.6838540412180227,-1.5941596578042594,-1.6126947327091148,-1.6254187643171019,0.12819391269154873,1.2364166269223706,1.2364166269223706,125.0
-0.31951901130573257,0.6210460843297868,0.7024101026328117,0.8885459187184661,0.5193498106651512,0.8472466800133556,0.8281650185764327,-0.17511395087653508,-0.9857834256482916,-0.9857834256482916,1500.0
-0.5212885583009196,0.533405310592808,0.5823551472346795,1.0435513622972248,0.7200391370480033,1.270423212173275,0.8879437247108176,-0.13023332163816823,2.030059502840464,2.030059502840464,1000.0
-0.8996064589168953,-2.1521583989188957,-2.096765962702587,-2.0764432009009304,-2.008081393468892,-2.008361189483432,-1.8698472516221427,-1.5086504251906043,1.2364166269223706,1.2364166269223706,62.5
1.4964069116509506,0.6398262501305679,0.7213661482219905,1.0058262888569447,-0.013731212539299549,1.0557715003244394,0.5531829703582617,1.543803759918372,0.442773751004277,0.442773751004277,6000.0
-0.8996064589168953,-2.1396382883850418,-2.0841285989764677,-2.0577018258277278,-1.957909061873179,-2.0219777350528663,-1.8496615600541948,-1.5004430878993287,-0.8270548504646729,-0.8270548504646729,62.5
0.2857896296798285,0.5897458079951515,0.6708166933175137,0.7245318742455332,0.7388537613963957,0.6971101389137596,0.6757500744289365,0.4508773256877702,-0.5889619876892448,-0.5889619876892448,3000.0
-0.6221733317985131,0.5709656421943704,0.651860647728335,0.4354359947113099,0.3939189816758687,0.5080185333535202,0.1573150941794457,-0.23069528569719777,0.442773751004277,0.442773751004277,750.0
0.2857896296798285,0.6648664711982761,0.5949925109607986,0.5077112646656768,0.8517415074867499,0.6078547352462558,0.18334373914212582,1.4729505443152096,-0.5889619876892448,-0.5889619876892448,3000.0
